MH0,MA0,MHC,lam2,lamL,xsec_3535_13TeV,xsec_3636_13TeV,xsec_3737_13TeV,xsec_3537_13TeV,xsec_3637_13TeV,xsec_3735_13TeV,xsec_3736_13TeV,xsec_3536_13TeV
749.446,599.781,52.9914,2.17183,-1.87293,2.4001e-06,7.8792e-05,3.4513,0.00058632,0.0015195,0.00024576,0.00066733,6.5421e-05
91.662,693.726,522.941,9.92482,5.23865,2.4723,0.00019988,0.0015481,0.002358,0.00015968,0.0010454,5.9734e-05,0.0005641
500.769,779.504,762.486,10.0067,3.61744,0.00011734,4.8567e-05,0.00013866,0.00012915,4.6555e-05,4.8512e-05,1.6105e-05,8.3417e-05
349.508,55.7616,731.07,11.5948,0.525893,1.9449e-05,13.466,0.00013561,0.00026498,0.00065135,0.00010064,0.00027205,0.0096936
158.16,483.834,751.814,4.5536,-2.48441,0.0279,1.0308e-05,9.5267e-05,0.00045777,0.00014457,0.00018743,5.4043e-05,0.0018216
504.347,638.704,840.37,4.23059,-0.490122,2.0603e-06,8.251e-06,5.173e-05,9.2467e-05,5.7382e-05,3.3576e-05,2.0443e-05,0.00015316
926.371,955.792,445.023,7.93513,-5.1863,4.2365e-06,2.2285e-06,0.0098922,7.9555e-05,6.9791e-05,2.8574e-05,2.4936e-05,9.729e-06
649.973,672.626,511.171,3.16087,2.70758,1.3086e-05,1.4764e-05,0.00029259,0.00020117,0.0001831,7.7603e-05,6.9259e-05,7.3488e-05
931.099,509.886,693.602,1.03031,-5.78487,5.0559e-06,0.0020167,0.00040661,3.4425e-05,0.00016808,1.1763e-05,6.3081e-05,4.2878e-05
355.946,977.017,345.087,11.2382,-3.76951,0.00090341,1.0184e-05,0.0040253,0.0019757,8.666e-05,0.00089246,3.209e-05,5.8839e-05
115.22,655.478,571.742,3.87238,-5.38098,0.69811,3.7624e-06,0.00016976,0.0015402,0.00015468,0.00066569,5.7928e-05,0.00067561
291.893,150.336,798.287,11.5199,-3.55845,0.0023784,0.12322,5.596e-05,0.00023307,0.00036668,8.9194e-05,0.00014313,0.0095152
267.892,966.286,333.89,10.9261,-1.39558,0.000574,1.9057e-05,0.0020946,0.0036999,9.5574e-05,0.0016745,3.4909e-05,8.0031e-05
207.315,400.074,990.33,10.5786,-3.77683,0.016042,0.00011065,3.4055e-05,0.00012173,6.9758e-05,4.6153e-05,2.5083e-05,0.0025958
198.477,414.942,231.998,4.02798,2.43547,0.0083498,0.00056514,0.017886,0.013832,0.0026166,0.006921,0.0011825,0.0024447
768.43,627.501,634.872,8.44858,3.11878,5.7656e-06,3.586e-08,9.9182e-05,7.6996e-05,0.00013455,2.7642e-05,4.9745e-05,5.4291e-05
586.032,770.241,237.044,3.16768,-5.39631,0.00010056,9.3238e-07,0.12417,0.00087534,0.00032303,0.00036165,0.0001255,6.3316e-05
910.123,541.638,645.214,1.05303,1.21818,2.6828e-07,0.00032473,0.00020763,4.3877e-05,0.00018229,1.5226e-05,6.8909e-05,4.2017e-05
795.155,54.4781,443.527,5.36271,-1.286,7.6498e-07,2.0634,0.0031235,0.00013852,0.0050243,5.2325e-05,0.0023567,0.00032841
89.9928,961.548,459.296,2.39773,5.38798,2.9351,5.0544e-05,0.002767,0.0038511,6.5134e-05,0.0017631,2.3173e-05,0.00012581
142.42,558.581,984.047,6.38764,-5.22275,0.21425,7.8464e-07,2.9994e-05,0.0001453,4.3656e-05,5.6042e-05,1.5087e-05,0.0011532
806.831,94.6521,702.256,12.1895,3.94799,6.5786e-06,3.1838,6.2083e-05,5.2403e-05,0.00072289,1.8393e-05,0.00029929,0.00028432
242.684,916.353,149.877,8.63941,-0.966775,0.00046331,2.4137e-05,0.075625,0.018973,0.00019923,0.009745,7.5341e-05,0.00010894
277.147,557.941,212.7,12.3752,-4.27782,0.004504,7.8618e-07,0.057918,0.0084367,0.0011544,0.0039739,0.00048837,0.00063729
640.553,477.561,125.124,6.1501,-5.41614,5.7514e-05,0.00084895,4.4452,0.00095546,0.0029173,0.00040214,0.0013108,0.00017006
979.641,199.849,559.571,4.18318,3.12872,1.0146e-06,0.19869,0.00070728,4.4417e-05,0.0012076,1.564e-05,0.00051283,9.0722e-05
346.214,385.111,144.156,2.4218,2.20203,0.00035928,0.00028878,0.05869,0.0075633,0.0054838,0.0036136,0.0025467,0.001262
540.661,560.276,820.354,4.29118,-4.24922,0.00010176,6.9205e-05,2.7364e-05,8.8419e-05,8.1069e-05,3.223e-05,2.9407e-05,0.00018696
239.363,608.056,702.871,1.65075,5.91158,0.018617,0.00033577,0.00042862,0.00046089,0.00011067,0.00018315,4.0437e-05,0.0005611
317.502,704.858,500.46,4.37352,4.04663,0.0019356,0.00011582,0.0010886,0.00099103,0.0001664,0.00041186,6.231e-05,0.00024162
604.767,728.079,697.734,9.282,4.69659,6.2466e-05,4.5949e-05,0.00016069,0.00011376,7.0946e-05,4.1831e-05,2.5513e-05,7.0028e-05
156.836,573.075,280.897,4.65148,5.54208,0.14497,0.00043499,0.023157,0.012382,0.00078299,0.0061425,0.00032634,0.00099476
807.318,423.361,974.2,10.1563,1.48581,9.2786e-07,0.00092775,1.755e-05,2.0468e-05,6.9335e-05,6.7977e-06,2.5265e-05,9.8414e-05
631.724,77.984,334.823,2.60099,4.61453,4.5476e-05,0.93365,0.0019741,0.00046088,0.012322,0.00017966,0.0062023,0.00087069
568.68,622.462,485.813,0.111187,-4.04391,6.8094e-05,2.1114e-05,0.001023,0.00032847,0.00025352,0.00012463,9.6235e-05,0.00012557
406.238,743.756,117.895,7.55736,1.40459,5.98e-05,4.4995e-05,0.162,0.0052215,0.00053451,0.0024206,0.0002169,0.00014034
208.793,165.453,887.402,0.575713,4.31863,0.020215,0.058903,0.00013283,0.00019691,0.00022181,7.4729e-05,8.4325e-05,0.019347
924.837,201.156,797.141,11.6391,-1.41577,3.1958e-07,0.29242,5.1862e-05,2.5009e-05,0.00031595,8.4019e-06,0.0001227,0.00011789
915.77,900.056,725.261,4.7989,6.27342,6.7345e-06,6.513e-06,5.0976e-05,3.2738e-05,3.4701e-05,1.1149e-05,1.1851e-05,1.2096e-05
445.674,886.742,619.715,8.27535,-4.88339,0.00042228,5.037e-06,0.00012847,0.00030596,5.1784e-05,0.00011665,1.801e-05,6.4648e-05
211.091,752.238,716.156,4.48661,0.166738,2.8199e-05,5.2717e-05,0.00017127,0.00047426,6.1003e-05,0.00018917,2.1614e-05,0.00027933
884.002,936.326,317.725,1.79715,5.9233,7.7452e-06,8.0448e-06,0.0091258,0.00014378,0.00011415,5.4637e-05,4.217e-05,1.1903e-05
436.961,280.482,268.981,7.50794,-0.936039,1.756e-05,0.0017703,0.0096584,0.0018442,0.0054645,0.00082995,0.0025273,0.0013293
649.381,737.778,294.421,10.1057,0.798826,1.1458e-06,6.1048e-06,0.011402,0.00049546,0.00031178,0.00019705,0.00012041,5.6763e-05
965.904,312.642,473.405,4.982,-0.531416,3.2449e-08,0.026059,0.0041915,6.1625e-05,0.0011904,2.1949e-05,0.00050362,7.0153e-05
149.392,477.678,146.777,6.55401,-0.790607,0.0037871,8.1101e-05,0.058956,0.055588,0.0026114,0.031216,0.0011838,0.0019881
873.793,243.211,291.366,5.30271,-4.26167,4.3747e-06,0.12242,0.094125,0.00016373,0.0060613,6.2834e-05,0.0028244,0.0001339
490.334,293.389,818.519,12.0398,-4.32886,0.00018969,0.0084682,3.0348e-05,0.00010653,0.00021172,3.8914e-05,7.9923e-05,0.00088398
332.795,976.191,72.0431,12.0339,-6.25992,0.0036069,6.1084e-06,71.592,0.013079,0.00017163,0.0065883,6.4738e-05,6.2998e-05
69.1983,920.222,992.991,9.74474,-0.786543,0.52333,2.839e-05,5.2109e-05,0.00016036,1.3436e-05,5.9565e-05,4.42e-06,0.00016229
518.7,560.826,994.578,3.31315,3.5319,9.0952e-05,8.3227e-05,5.1703e-05,4.7795e-05,4.1917e-05,1.675e-05,1.4534e-05,0.00020655
339.661,119.907,854.303,8.15474,0.57659,2.7362e-05,0.022491,8.3781e-05,0.00015305,0.00029435,5.8336e-05,0.00011355,0.007454
102.118,935.41,611.326,10.1802,-6.23765,1.8402,9.2872e-06,0.00012093,0.0012368,4.4461e-05,0.0005276,1.5443e-05,0.00014194
953.454,224.925,524.106,9.43192,3.99583,2.0239e-06,0.076854,0.00083411,5.4887e-05,0.0013462,1.9432e-05,0.00057468,9.6041e-05
428.763,650.295,775.082,0.780444,5.15122,0.00059317,0.00014567,0.000194,0.00015969,7.0427e-05,6.0802e-05,2.5412e-05,0.00019933
820.504,871.363,317.093,8.55974,2.46759,2.2819e-06,3.6292e-06,0.014156,0.00019255,0.00015307,7.4582e-05,5.7407e-05,1.8458e-05
133.8,969.435,57.1224,6.60036,-1.68776,0.030484,2.0675e-05,11.495,0.24586,0.00018068,0.14962,6.8386e-05,0.00011214
138.543,720.136,148.672,5.02467,3.08376,0.086228,0.00011593,0.16817,0.062126,0.00056494,0.035105,0.00023023,0.0004198
698.456,265.35,849.187,1.75069,-5.78774,3.733e-05,0.048943,2.2159e-05,4.6068e-05,0.00020042,1.5925e-05,7.5481e-05,0.00030652
623.548,943.673,540.706,9.63474,5.92436,8.1374e-05,2.691e-05,0.0004348,0.00019993,5.3833e-05,7.7078e-05,1.9153e-05,2.7807e-05
179.397,435.825,956.911,4.09149,4.3833,0.045458,0.0009957,9.838e-05,0.00015206,7.1548e-05,5.8613e-05,2.5724e-05,0.0023282
529.224,588.991,717.899,0.0854701,4.82569,0.00014913,0.0001145,0.00019416,0.00014001,0.00011206,5.2805e-05,4.0976e-05,0.0001724
517.679,740.952,822.672,0.649191,-2.07704,3.183e-05,4.8766e-06,3.9855e-05,9.487e-05,4.3283e-05,3.4471e-05,1.4985e-05,9.2318e-05
904.448,510.525,359.229,10.0253,-2.27928,9.8385e-07,0.0010559,0.024018,0.00011487,0.00077528,4.3005e-05,0.00031931,4.77e-05
299.543,756.47,401.349,2.62321,-5.13657,0.00427,5.182e-06,0.0019098,0.001949,0.00019269,0.00087983,7.2944e-05,0.0001973
953.351,671.915,636.721,9.57075,-6.22041,4.9087e-06,0.00027478,0.00096254,3.8308e-05,0.00011207,1.3175e-05,4.0966e-05,2.2759e-05
422.57,494.605,442.57,1.2805,3.54821,0.00030601,0.00020922,0.0011202,0.00080202,0.00056458,0.00033845,0.0002252,0.00045052
262.072,745.459,378.818,7.33862,-5.85146,0.011334,3.4657e-06,0.0030799,0.002807,0.00022047,0.001253,8.3223e-05,0.00024184
157.81,650.544,126.745,8.44898,-6.17897,0.17456,2.6864e-07,1.2302,0.063828,0.00090352,0.036135,0.00037874,0.00059951
184.397,182.418,611.545,7.7135,2.41451,0.011979,0.012733,0.0004621,0.00092904,0.00094339,0.00038737,0.00039481,0.021091
140.922,914.071,406.491,8.59387,4.30445,0.15375,5.4627e-05,0.0035675,0.0046197,9.3431e-05,0.0021343,3.4622e-05,0.00014457
828.666,92.1586,781.033,2.69676,6.05547,1.2819e-05,2.2373,5.6175e-05,3.6889e-05,0.00046381,1.2655e-05,0.00018543,0.0002529
827.203,450.988,690.108,10.6215,-0.227745,1.8366e-08,0.0011142,9.6158e-05,5.073e-05,0.00021525,1.7778e-05,8.1805e-05,8.1504e-05
704.607,737.996,511.146,7.5726,-4.98381,2.6157e-05,1.3432e-05,0.0015402,0.00015899,0.00013836,6.0415e-05,5.1299e-05,4.5657e-05
790.0,79.6954,708.844,10.6038,2.49781,3.0546e-06,13.407,5.583e-05,5.426e-05,0.00071952,1.9154e-05,0.00029809,0.00032396
588.853,248.408,295.189,8.58822,-0.205767,1.4111e-07,0.010465,0.010476,0.0006852,0.0056756,0.00028095,0.0026324,0.0006048
867.796,453.756,500.307,11.955,-2.10425,1.1135e-06,0.0019981,0.002276,8.4007e-05,0.00051626,3.0209e-05,0.00020613,6.7654e-05
282.549,781.662,250.672,4.84531,-2.47226,0.0013658,2.0908e-05,0.012867,0.006036,0.00029127,0.0028202,0.00011246,0.00018509
164.986,253.004,478.798,12.4987,-6.2212,0.14078,0.012439,0.00059586,0.0023865,0.0015494,0.0010541,0.00067128,0.012359
519.88,881.325,752.866,12.3203,0.292174,6.0987e-07,1.6761e-05,7.5165e-05,0.0001253,3.366e-05,4.6951e-05,1.1516e-05,5.0762e-05
388.927,490.31,805.904,11.5189,3.5721,0.00049455,0.00026046,0.00014423,0.0001607,0.0001125,6.1287e-05,4.1198e-05,0.00054088
603.514,398.941,430.441,6.06205,2.74087,2.1554e-05,1.3598e-05,0.00065168,0.00035451,0.00096953,0.00013532,0.00040845,0.00028798
935.575,966.098,881.183,0.766037,-6.12441,5.4975e-06,3.0991e-06,4.2988e-05,1.8289e-05,1.652e-05,6.0305e-06,5.5012e-06,9.1746e-06
213.841,367.787,259.558,3.37032,-5.63886,0.030163,0.00089839,0.025079,0.0096213,0.0030752,0.0046859,0.0014036,0.0031819
78.8638,263.464,333.426,1.35711,1.32274,0.44206,0.0017701,0.0037113,0.012521,0.0038623,0.0062874,0.0017558,0.022468
984.034,854.998,539.634,8.47904,-3.94621,1.5554e-06,1.7261e-05,0.0028406,4.6562e-05,7.64e-05,1.6286e-05,2.7873e-05,1.1149e-05
572.094,628.753,854.99,0.862624,-1.80284,1.3042e-05,1.0292e-06,3.2361e-05,6.8763e-05,5.6193e-05,2.455e-05,2.0004e-05,0.00012045
575.46,369.018,654.721,3.00991,1.28291,6.3542e-06,0.00019276,0.00011279,0.00015271,0.00035181,5.7685e-05,0.0001368,0.0003809
661.35,136.867,274.712,2.9874,-4.59224,3.3811e-05,1.2578,0.062452,0.00050288,0.015189,0.00020048,0.0076891,0.00060463
273.633,468.387,495.131,3.58448,2.11624,0.0011796,0.00027198,0.00080674,0.0012638,0.00049403,0.00053569,0.00019665,0.0011286
833.831,320.92,395.381,4.36819,5.4849,1.0097e-05,0.0020266,0.0017759,0.00013916,0.0018016,5.2466e-05,0.00078729,0.00012551
78.8288,520.16,693.492,0.147982,3.76935,3.602,0.00047353,0.00037652,0.00078182,0.00016185,0.00033349,6.0467e-05,0.00194
803.771,526.388,978.171,4.28475,-5.68075,1.3948e-05,0.00092318,8.5702e-06,2.0425e-05,4.9695e-05,6.7818e-06,1.7287e-05,6.8882e-05
273.387,514.82,347.397,11.0393,2.94566,0.0022964,0.0002824,0.003677,0.0032526,0.00079565,0.0014605,0.00033109,0.00084219
517.774,453.281,790.888,6.45257,4.6881,0.00016198,0.00021681,0.00013782,0.00010825,0.00013675,3.9553e-05,5.0998e-05,0.000345
901.17,179.713,349.24,11.4194,-1.93417,7.2729e-07,0.51484,0.026716,0.00012028,0.0059232,4.5184e-05,0.0027598,0.00014098
644.184,496.054,184.343,7.42516,-4.05774,3.1133e-05,0.000448,0.45564,0.00076833,0.0019287,0.00031537,0.00085465,0.0001547
705.089,376.84,146.646,5.56031,4.22504,1.8714e-05,0.0001227,0.22283,0.00061319,0.0057854,0.00025685,0.0026957,0.00019051
824.598,369.609,618.592,5.64213,-0.244439,2.1628e-08,0.004333,0.00024381,6.5739e-05,0.0004196,2.3421e-05,0.00016714,0.00011055
499.443,566.475,613.832,2.85046,1.08369,1.0698e-05,2.1406e-05,0.0001703,0.00024738,0.00018821,9.68e-05,7.1269e-05,0.00021801
684.63,355.277,97.9403,1.94004,5.74884,4.2304e-05,6.2581e-07,0.61379,0.00078835,0.0091507,0.00032803,0.0044416,0.00023001
641.231,446.874,268.751,7.65294,-3.55804,2.4653e-05,0.00087641,0.052681,0.00056702,0.0017446,0.00023368,0.00076153,0.00019409
735.882,221.943,505.232,9.81765,-2.05946,3.3639e-06,0.082601,0.0010931,0.00014218,0.0015266,5.3486e-05,0.00066193,0.00029399
297.511,189.34,944.057,5.32234,1.73157,0.00050331,0.0013468,7.1711e-05,0.00011723,0.00015859,4.3947e-05,5.9122e-05,0.0067252
225.733,735.367,439.669,1.16116,2.48142,0.0044516,8.6918e-05,0.0014934,0.0022875,0.0001835,0.0010083,6.9203e-05,0.00029087
849.358,866.089,624.153,3.44867,-0.349426,3.6008e-08,3.857e-09,0.00026566,5.8535e-05,5.4757e-05,2.0764e-05,1.946e-05,1.7023e-05
245.655,675.09,652.272,9.17174,-4.25275,0.0084118,7.243e-06,9.697e-05,0.00059355,0.00010249,0.00024174,3.793e-05,0.00037544
523.218,273.4,600.156,9.16352,-3.05401,6.4147e-05,0.010476,0.00014796,0.00023782,0.00070052,9.2817e-05,0.00028768,0.00079773
249.584,786.68,154.052,6.01348,-1.03337,0.00045701,3.3558e-05,0.070682,0.017086,0.00038614,0.0087176,0.00015363,0.00020383
646.067,878.836,632.397,6.43313,-5.38601,5.384e-05,4.9877e-08,0.00023906,0.00012567,5.1081e-05,4.7038e-05,1.7752e-05,3.3201e-05
532.233,498.911,293.67,7.60319,4.21981,0.00011025,0.0001231,0.0037834,0.00092694,0.0011277,0.00038384,0.00047559,0.00025879
842.802,762.267,789.04,12.0302,-5.43636,9.2031e-06,3.5055e-05,7.6668e-05,3.4142e-05,4.5312e-05,1.1652e-05,1.5725e-05,2.4981e-05
139.559,750.176,136.807,11.8604,4.29316,0.16088,0.00012256,0.41599,0.071494,0.00049373,0.040731,0.00019977,0.00035097
401.928,558.725,662.575,2.62193,-3.49063,0.00039239,4.7011e-06,8.2915e-05,0.00030103,0.00015817,0.00011417,5.9324e-05,0.00035708
710.849,150.356,901.578,0.163692,5.17312,2.6518e-05,0.045445,5.4418e-05,3.6162e-05,0.00021452,1.2396e-05,8.1483e-05,0.0004275
89.5586,196.588,681.764,9.40863,-6.02813,3.7888,0.045483,7.4017e-05,0.00081925,0.00059959,0.00035023,0.00024475,0.049494
281.13,213.031,666.33,3.04505,-3.06209,0.0021522,0.012894,0.00010334,0.00047775,0.00061598,0.00018972,0.0002517,0.0064675
921.454,316.955,982.058,6.82881,4.49485,3.3095e-06,0.0072899,1.6644e-05,1.3634e-05,9.3898e-05,4.5137e-06,3.4292e-05,8.4591e-05
798.989,508.779,293.91,8.67968,-3.76196,6.3962e-06,0.00082242,0.063351,0.00023068,0.0010635,8.8228e-05,0.00044689,7.4463e-05
446.231,818.115,513.15,2.94238,0.0340206,2.0346e-08,2.3387e-05,0.00030575,0.0005097,9.689e-05,0.00020329,3.5486e-05,8.6288e-05
702.984,550.553,888.465,12.5439,1.54696,2.5589e-06,1.3077e-05,3.2629e-05,3.8934e-05,6.4642e-05,1.3389e-05,2.3196e-05,9.5529e-05
270.634,181.46,158.702,2.23147,6.00379,0.010066,0.064596,0.27513,0.013413,0.033221,0.0067029,0.017832,0.0091077
131.844,142.296,976.609,7.96585,1.74367,0.035725,0.024922,7.14e-05,0.00015461,0.00015145,5.8081e-05,5.6506e-05,0.063802
334.439,812.448,580.047,9.62594,5.13128,0.0023591,8.1511e-05,0.0007325,0.00059667,7.8466e-05,0.0002425,2.8641e-05,0.00013251
866.778,409.493,444.824,10.5674,4.34456,4.8059e-06,0.0007954,0.0013879,0.00010199,0.00085064,3.7212e-05,0.00035517,7.9373e-05
950.675,106.502,299.845,3.72912,0.118981,1.8313e-09,7.7467,0.060696,0.00011266,0.014715,4.2255e-05,0.0074791,0.0001291
776.23,452.308,213.863,9.73513,-6.25119,2.149e-05,0.0026988,0.46954,0.00034267,0.0022381,0.00013174,0.0010023,0.00010156
836.289,829.633,769.804,4.81487,-0.861575,2.4403e-07,3.7558e-07,4.2859e-05,3.7334e-05,3.8308e-05,1.2814e-05,1.3139e-05,2.0228e-05
698.778,802.563,700.3,4.35622,1.13131,1.422e-06,6.0471e-06,6.2002e-05,7.8791e-05,5.3603e-05,2.8315e-05,1.8653e-05,3.6768e-05
807.213,116.714,852.682,9.92901,6.25795,1.6475e-05,0.39897,5.1564e-05,3.1037e-05,0.00029894,1.0515e-05,0.00011546,0.0002701
342.259,235.694,996.283,7.67458,-0.69436,3.8055e-05,0.0016684,4.2166e-05,8.1714e-05,0.00011058,2.9633e-05,4.0952e-05,0.0033513
325.396,305.622,60.8448,4.91245,-0.0184065,3.5204e-08,7.2337e-06,15.377,0.014957,0.018467,0.0076845,0.009633,0.0023681
867.32,295.812,536.415,10.2498,0.849893,1.8236e-07,0.017541,0.00078214,7.4074e-05,0.00089984,2.6577e-05,0.00037819,0.00011653
677.532,440.321,263.571,4.94623,0.741393,7.4835e-07,0.00025374,0.025765,0.00048185,0.0018626,0.00019171,0.00081977,0.00016715
327.393,100.409,727.316,9.5362,4.11796,0.0017042,0.32195,0.00025778,0.00029533,0.00061441,0.00011172,0.00025187,0.009528
320.919,611.406,743.946,10.1885,5.27676,0.0031056,0.00025142,0.00028023,0.00027894,9.111e-05,0.00010536,3.3258e-05,0.00038939
709.331,320.451,807.934,11.1147,3.81053,1.462e-05,0.00086919,5.9182e-05,5.0899e-05,0.00020305,1.7838e-05,7.643e-05,0.00023337
416.804,310.629,812.223,9.14427,-0.879299,2.025e-05,0.00061113,6.6444e-05,0.00014195,0.00020582,5.3552e-05,7.7539e-05,0.0012749
835.412,955.344,761.356,3.44223,4.12887,5.6459e-06,7.2085e-06,4.3138e-05,3.8566e-05,2.5279e-05,1.3254e-05,8.5488e-06,1.3108e-05
435.733,573.069,918.755,1.80085,-2.07033,8.7311e-05,1.8048e-07,3.7994e-05,8.4902e-05,5.3248e-05,3.0583e-05,1.8919e-05,0.0002841
634.884,130.857,812.613,6.87824,5.29361,5.797e-05,0.013852,9.8144e-05,6.4976e-05,0.00035712,2.3128e-05,0.00014171,0.00073253
382.854,80.0321,572.571,9.08765,4.14769,0.00072854,0.73981,0.00057465,0.00050646,0.0017124,0.00020209,0.00075974,0.0062052
161.193,267.861,455.03,6.5674,2.12681,0.018544,0.0024076,0.00133,0.0028786,0.0016656,0.0012881,0.00072479,0.011029
807.036,535.033,575.163,10.039,0.857519,3.0982e-07,0.00016109,0.00031664,8.234e-05,0.00025405,2.9574e-05,9.6403e-05,6.5782e-05
817.776,682.489,581.926,3.54722,-5.67865,1.2367e-05,0.00010683,0.0010456,7.6863e-05,0.00013281,2.7611e-05,4.9076e-05,3.6816e-05
383.28,730.099,576.329,8.05823,-3.21512,0.00043502,8.1786e-06,0.00016299,0.00049601,0.0001119,0.00019607,4.0922e-05,0.00016398
583.706,373.203,779.975,7.31385,0.51491,9.3858e-07,0.00038176,5.8096e-05,8.9027e-05,0.00019182,3.2067e-05,7.2678e-05,0.00035784
448.056,644.963,744.607,2.12592,3.72409,0.0002381,9.7427e-05,0.00017598,0.00017003,8.0784e-05,6.4962e-05,2.9505e-05,0.00018907
236.718,414.844,516.858,9.1374,1.24962,0.00088158,0.00026477,0.00060941,0.0013203,0.00057609,0.00056297,0.00023014,0.0019557
317.87,592.313,196.714,6.38776,4.29659,0.0021684,0.00022129,0.047769,0.0067053,0.0010016,0.0031511,0.00042029,0.00043807
240.822,361.737,577.977,10.6659,0.384982,7.649e-05,0.00014321,0.00034415,0.00090271,0.00053768,0.00037365,0.00021397,0.0028028
806.188,875.196,141.699,5.90627,4.78249,9.701e-06,1.061e-05,0.55879,0.00036145,0.00024946,0.00014251,9.5835e-05,1.915e-05
63.5093,336.314,160.147,3.73685,4.13007,81.318,0.0030709,0.20446,0.13638,0.0074736,0.080511,0.0035372,0.010736
780.829,317.246,391.778,10.2419,4.40374,1.0316e-05,0.0018751,0.0017202,0.00017794,0.0018739,6.8324e-05,0.00082418,0.0001646
698.737,83.0753,964.696,10.2662,-2.70333,8.1224e-06,18.984,1.4167e-05,3.0044e-05,0.0001788,1.0168e-05,6.7554e-05,0.00055828
528.451,663.753,772.768,7.77219,3.61286,8.4333e-05,6.1749e-05,0.00012292,0.00011173,6.788e-05,4.1066e-05,2.4358e-05,0.00012396
413.085,371.606,294.277,10.7368,-2.14981,0.00012736,0.00035803,0.0078918,0.0018657,0.0024319,0.00083992,0.0010923,0.00091896
793.523,178.93,302.533,10.1951,3.37729,5.4023e-06,0.10101,0.012399,0.00022991,0.0087772,8.7889e-05,0.0041955,0.00024799
331.809,186.722,695.564,4.47421,-4.51905,0.0019104,0.064932,6.7432e-05,0.00033924,0.00057434,0.00012945,0.00023392,0.0051047
886.053,438.369,125.241,7.04146,-4.03966,3.5428e-06,0.0037683,8.6186,0.00024833,0.0039266,9.4022e-05,0.0018004,6.6519e-05
432.681,525.713,569.222,9.31994,-1.45511,4.4916e-05,1.6358e-09,0.00017822,0.00041285,0.00027144,0.00015951,0.0001034,0.00036576
840.334,107.151,911.557,9.92832,1.08315,3.7299e-07,3.7803,1.6517e-05,2.2694e-05,0.0002235,7.5829e-06,8.5471e-05,0.00023213
534.888,371.378,625.557,11.5182,3.25416,6.3616e-05,3.2645e-05,0.000221,0.00020302,0.00040231,7.8343e-05,0.0001577,0.00046714
716.783,632.347,704.824,5.12175,5.26644,2.6028e-05,2.411e-05,0.00010962,7.2386e-05,9.846e-05,2.5891e-05,3.6015e-05,6.5882e-05
115.12,322.727,702.168,4.5511,-1.70439,0.07037,4.4992e-06,0.00014186,0.00068086,0.00033422,0.00027937,0.00012973,0.0090658
777.163,162.434,94.4982,8.58774,-4.59592,1.1521e-05,0.78697,30.928,0.00046715,0.088558,0.00019318,0.050411,0.00028454
590.326,483.118,276.994,10.186,-0.396766,5.165e-07,5.8893e-05,0.016192,0.00072056,0.0013461,0.00030298,0.00057391,0.00020964
418.18,191.85,574.248,2.8059,1.56797,6.3189e-05,0.00085087,0.00029892,0.00042964,0.0011404,0.00016643,0.00048282,0.0024808
861.553,992.992,386.068,6.23253,3.12196,2.5942e-06,4.6532e-06,0.0046709,0.00012679,7.1523e-05,4.7699e-05,2.5957e-05,1.0587e-05
445.295,670.316,528.767,12.0695,0.66901,7.9646e-06,3.4071e-05,0.00029945,0.00047449,0.00017241,0.00018492,6.4784e-05,0.00016936
173.942,391.629,631.18,4.80296,2.62599,0.019119,0.00079466,0.00043015,0.00085922,0.00035957,0.00035657,0.00013994,0.0033899
473.897,191.599,64.2775,8.8587,3.6826,0.00016878,0.00057992,1.0236,0.0038002,0.079814,0.0017405,0.045295,0.001651
573.126,561.487,959.279,5.21388,5.98617,0.00014219,0.00014994,6.9644e-05,4.5934e-05,4.7692e-05,1.6041e-05,1.6506e-05,0.00016065
461.765,510.481,813.982,4.77184,-0.813582,9.5696e-06,8.381e-09,5.9657e-05,0.00011972,9.9481e-05,4.4785e-05,3.6835e-05,0.00034347
66.9972,218.402,361.479,10.8801,-2.68797,9.4744,0.0033803,0.0014555,0.010064,0.0042013,0.0049967,0.0019228,0.045267
906.435,860.788,248.718,3.15519,-5.46482,5.5662e-06,1.2438e-05,0.28983,0.00016063,0.00019967,6.1575e-05,7.5212e-05,1.4243e-05
625.089,127.083,814.911,3.69995,-3.39035,2.6235e-05,1.2732,2.6165e-05,6.6681e-05,0.00035601,2.3761e-05,0.0001413,0.00079073
942.281,949.863,188.213,7.82231,1.53339,3.2521e-07,4.0003e-07,0.59248,0.00015947,0.00015473,6.1591e-05,5.7617e-05,9.4164e-06
786.775,381.74,193.963,12.2259,2.1798,2.3936e-06,0.001355,0.18884,0.00034527,0.0041894,0.00013291,0.0019189,0.00012606
303.681,622.215,906.048,10.5762,-4.37252,0.0028741,5.7499e-07,3.4979e-05,0.00013605,4.7717e-05,5.1572e-05,1.6497e-05,0.00039578
466.44,974.004,189.758,5.96941,5.07172,0.00035139,3.2049e-05,0.03437,0.0022959,0.00013758,0.0010141,5.0936e-05,4.16e-05
636.099,167.802,823.099,11.6143,2.23844,1.0245e-05,0.052652,5.6996e-05,6.2038e-05,0.00030459,2.2069e-05,0.00011822,0.0006318
566.32,945.187,141.702,3.60593,-6.25423,0.00016676,1.3435e-06,2.0619,0.0014497,0.00017625,0.00064388,6.6238e-05,3.3776e-05
