MH0,MA0,MHC,lam2,lamL,xsec_3535_13TeV,xsec_3636_13TeV,xsec_3737_13TeV,xsec_3537_13TeV,xsec_3637_13TeV,xsec_3735_13TeV,xsec_3736_13TeV,xsec_3536_13TeV
2453.98,1879.65,2321.66,5.03365,-3.43242,1.0256e-10,5.2716e-07,1.3166e-08,5.4349e-09,2.3484e-08,1.4821e-09,6.4757e-09,1.0665e-08
974.241,2960.44,192.063,7.30542,-2.63207,7.4727e-07,6.5259e-09,1.0459,0.00013643,1.3811e-07,5.2026e-05,4.3727e-08,2.2639e-08
835.296,2327.93,2318.73,9.07395,1.89716,1.1932e-06,1.1895e-07,2.4842e-07,2.9499e-07,7.6787e-09,8.5647e-08,2.0823e-09,1.8109e-07
2931.8,1537.95,1653.27,5.56788,-0.383153,7.0984e-14,2.3656e-05,2.0649e-05,8.2945e-09,3.3322e-07,2.2418e-09,9.5318e-08,6.8915e-09
1652.1,1680.02,2477.67,4.44541,1.04656,1.1783e-09,6.1321e-09,5.2296e-08,2.7148e-08,2.59e-08,7.5537e-09,7.0826e-09,1.4318e-07
268.066,807.754,411.103,9.89,5.19982,0.0079412,9.2301e-05,0.0034234,0.0021913,0.00014789,0.0009616,5.5228e-05,0.0001708
1274.89,660.279,1767.43,2.87647,2.79892,9.6788e-08,0.00045918,8.9706e-07,4.888e-07,2.2958e-06,1.4154e-07,7.1338e-07,7.5332e-06
1167.74,2412.33,2938.7,5.20808,-4.49996,5.3164e-07,5.2063e-08,1.2505e-08,2.4431e-08,1.2997e-09,7.044e-09,3.448e-10,6.6137e-08
1466.64,1952.96,1567.96,8.19476,-6.01288,1.2582e-07,7.9957e-08,2.8148e-07,5.1033e-07,1.382e-07,1.4927e-07,3.9101e-08,1.113e-07
807.822,1483.9,2149.52,8.91934,-5.17593,1.1212e-05,1.3027e-06,4.0187e-07,5.1199e-07,1.0036e-07,1.5202e-07,2.8409e-08,2.4572e-06
1266.85,87.8041,828.812,2.9268,-0.720286,6.8331e-09,84.549,0.00019797,7.1783e-06,0.00035975,2.3121e-06,0.00014308,3.0596e-05
1858.39,2720.59,2640.88,10.2444,-4.61422,6.5796e-09,6.5257e-09,1.7302e-08,1.0679e-08,1.2726e-09,2.92e-09,3.3888e-10,5.6062e-09
2232.03,2494.04,2816.91,11.1833,2.88469,2.6876e-10,3.7484e-09,5.6816e-09,2.7283e-09,1.4466e-09,7.2846e-10,3.8609e-10,3.9981e-09
2586.7,649.556,1037.35,10.0932,4.85927,9.2138e-11,0.017231,0.0010338,8.704e-08,2.7009e-05,2.5224e-08,9.1982e-06,1.2666e-07
2968.84,756.599,2826.74,9.21083,-1.18433,5.277e-13,0.012217,8.8703e-10,4.3967e-10,8.168e-08,1.1505e-10,2.4071e-08,3.4623e-08
2245.77,2587.62,1928.69,10.1636,-5.65875,9.476e-10,1.8291e-09,3.4285e-07,2.5166e-08,1.0461e-08,6.9082e-09,2.8298e-09,3.0527e-09
1885.61,386.171,2188.84,10.6593,-4.95603,6.3644e-09,0.14898,3.1282e-08,3.269e-08,1.0884e-06,9.0403e-09,3.3898e-07,1.814e-06
364.444,503.485,2798.92,3.92413,3.84128,0.0008186,0.0002973,3.8241e-08,1.7956e-07,1.4332e-07,5.4649e-08,4.3493e-08,0.00056892
2989.25,2970.86,910.866,6.08016,-1.82911,1.1412e-12,5.0538e-12,0.0065875,3.7739e-08,3.993e-08,1.1005e-08,1.1591e-08,1.9168e-10
1251.68,1624.65,2559.64,5.13495,6.1815,5.5793e-07,7.2384e-07,7.3888e-08,5.6914e-08,2.3531e-08,1.6289e-08,6.5294e-09,4.8735e-07
1807.95,2660.94,2395.4,1.98283,0.214272,1.9163e-11,9.8419e-09,4.497e-08,2.2893e-08,2.7247e-09,6.2745e-09,7.2836e-10,7.3778e-09
2236.74,1523.36,624.179,6.89004,1.43848,6.5483e-11,4.5502e-06,0.025984,5.8979e-07,5.4868e-06,1.7748e-07,1.7256e-06,4.5299e-08
1125.43,966.969,1943.48,2.44112,1.06298,4.0039e-08,2.2385e-06,6.92e-07,4.3343e-07,6.4125e-07,1.2737e-07,1.9168e-07,4.8812e-06
2515.49,860.575,2674.24,6.58431,-4.19573,1.0359e-10,0.0025051,1.4305e-09,1.9594e-09,1.0156e-07,5.1682e-10,2.9606e-08,9.9952e-08
114.944,2141.9,2672.41,8.47438,2.55485,0.15945,3.2526e-07,6.8414e-08,3.4585e-07,4.9497e-09,1.0973e-07,1.3472e-09,1.1668e-06
597.861,768.606,1040.12,4.93599,-5.64342,9.7127e-05,1.8739e-06,1.0872e-05,3.1496e-05,1.83e-05,1.0728e-05,6.165e-06,6.0975e-05
2244.49,1416.52,83.2313,11.3899,-3.50278,3.6645e-10,1.385e-05,2555.8,1.327e-06,2.4431e-05,4.2792e-07,8.5191e-06,5.7724e-08
1938.16,1063.41,2768.4,8.67416,-0.520211,5.0917e-11,0.00010449,1.1279e-08,6.2418e-09,5.0184e-08,1.7055e-09,1.4385e-08,3.2509e-07
655.336,2687.74,2570.3,5.26423,4.003,2.7024e-05,2.9014e-08,9.8717e-08,2.0794e-07,1.6454e-09,6.2204e-08,4.3809e-10,9.2845e-08
910.378,950.349,297.844,0.536707,1.97145,7.012e-07,1.3012e-06,0.038541,0.00013585,0.00011391,5.1501e-05,4.202e-05,1.0412e-05
850.935,754.554,2341.63,2.8609,3.86492,4.3618e-06,1.1406e-06,2.3791e-07,2.647e-07,3.2943e-07,7.8668e-08,9.7701e-08,2.4923e-05
2117.84,2517.11,2899.95,4.39075,0.638252,2.5675e-11,5.7795e-09,5.2708e-09,2.9542e-09,1.1032e-09,7.8292e-10,2.9399e-10,5.0117e-09
2249.02,858.016,1538.96,8.30559,5.15879,7.8072e-10,0.0012042,7.1e-06,6.6198e-08,2.8442e-06,1.8674e-08,8.7904e-07,2.1562e-07
1579.83,483.653,2457.71,9.07502,3.16242,1.7078e-08,0.012953,6.7459e-08,3.3963e-08,4.0321e-07,9.6008e-09,1.232e-07,4.133e-06
489.88,1240.66,584.388,10.031,0.624814,3.9737e-06,7.5093e-06,0.00018874,0.00029825,1.5965e-05,0.00011353,5.3074e-06,1.3726e-05
1697.9,2361.67,2130.92,11.8189,2.98084,7.2094e-09,3.3413e-08,1.2381e-07,6.0785e-08,1.1295e-08,1.7152e-08,3.0527e-09,2.1103e-08
1563.03,2909.47,810.261,3.70928,2.68448,1.3713e-08,5.7281e-09,0.00060371,2.9987e-06,5.8007e-08,9.1305e-07,1.6931e-08,6.8933e-09
1705.58,2357.98,1032.36,1.70084,0.654017,3.3256e-10,2.9742e-08,0.00012861,1.0891e-06,1.6806e-07,3.2433e-07,4.9064e-08,2.091e-08
768.359,1080.4,2200.19,3.61221,3.66522,7.9845e-06,8.5626e-06,4.3647e-07,4.8314e-07,2.3461e-07,1.433e-07,6.8077e-08,1.058e-05
1670.96,1175.69,1195.62,12.4381,-2.7428,7.1879e-09,1.6431e-05,2.9262e-05,7.8559e-07,3.2887e-06,2.3124e-07,1.0209e-06,5.1994e-07
1748.74,2809.22,954.541,3.50748,1.89782,2.1356e-09,6.9593e-09,0.00029336,1.1715e-06,5.7281e-08,3.5034e-07,1.642e-08,5.7773e-09
2910.16,1873.89,1508.65,0.529644,-2.89612,4.6065e-12,1.976e-06,5.9335e-05,1.2053e-08,1.9823e-07,3.3873e-09,5.6969e-08,3.2823e-09
1800.9,149.996,705.656,0.437162,0.884479,3.4336e-10,16.143,0.0041956,1.8553e-06,0.00060685,5.6597e-07,0.00024766,3.6564e-06
1260.76,1355.95,2195.27,0.671387,-0.234135,7.4987e-10,1.0652e-07,2.3627e-07,1.501e-07,1.2195e-07,4.3667e-08,3.4669e-08,1.0246e-06
1955.24,1794.51,450.487,8.03377,-4.04261,2.7704e-09,8.9536e-08,0.13685,2.0103e-06,3.3601e-06,6.209e-07,1.0792e-06,4.8087e-08
2368.04,1045.77,2932.76,10.2571,1.88217,5.1571e-11,0.0003284,2.8002e-09,1.4608e-09,3.33e-08,3.855e-10,9.4364e-09,9.9484e-08
2813.82,1738.68,2887.02,11.9633,0.920046,8.2478e-13,4.0214e-06,4.4048e-10,5.4888e-10,7.5821e-09,1.4488e-10,2.0832e-09,5.8365e-09
958.402,496.366,596.072,7.98264,2.529,7.8672e-07,0.00069655,0.00042082,4.3115e-05,0.00027306,1.496e-05,0.00010407,4.0296e-05
198.441,2303.63,1920.54,5.44666,1.12064,0.0017695,1.6601e-07,1.6178e-06,3.474e-06,2.223e-08,1.1219e-06,6.1083e-09,6.3843e-07
2834.4,1565.6,2629.73,4.54158,-0.521416,2.3875e-13,1.6009e-05,3.4466e-09,9.9354e-10,2.2554e-08,2.5993e-10,6.2378e-09,8.3751e-09
1292.85,2058.93,1837.36,12.4584,0.31416,1.0916e-09,1.6485e-07,6.3127e-07,3.8207e-07,5.2115e-08,1.1013e-07,1.4592e-08,1.2973e-07
344.466,51.5973,2999.49,4.01358,2.97835,0.00067583,15.258,1.4508e-08,1.0263e-07,1.3566e-07,3.1523e-08,4.3978e-08,0.010427
836.14,2444.32,286.375,11.3536,-5.45978,9.8119e-06,6.1257e-08,0.1055,0.0001981,5.7743e-07,7.7023e-05,1.769e-07,1.2815e-07
2351.13,213.946,324.975,4.81193,-0.94343,1.4008e-11,8.0466,1.7197,7.268e-07,0.0057355,2.2469e-07,0.0026641,5.4085e-07
1231.11,2811.92,570.0,9.48917,-4.69538,3.6562e-07,1.0225e-08,0.0050331,1.7198e-05,1.2229e-07,5.7069e-06,3.6895e-08,1.9228e-08
119.362,738.193,1497.44,5.27279,4.6453,0.42981,0.00013715,1.035e-05,1.7563e-05,4.4211e-06,5.979e-06,1.4121e-06,0.00039924
2825.55,992.397,2812.14,12.2856,-1.79718,2.9334e-12,0.0012594,5.4017e-10,6.4256e-10,5.1738e-08,1.6897e-10,1.5012e-08,3.1406e-08
554.934,1958.72,1136.47,4.19057,-3.22375,5.0293e-05,5.04e-07,1.413e-05,2.5218e-05,4.0427e-07,8.5357e-06,1.1804e-07,1.0207e-06
2479.7,960.807,2790.55,12.5325,-2.70925,5.4374e-11,0.00095569,1.9445e-09,1.5837e-09,5.8845e-08,4.2182e-10,1.7027e-08,8.7612e-08
2127.99,2282.56,2488.18,5.04384,2.63217,4.156e-10,4.7229e-09,1.5371e-08,8.1751e-09,5.6039e-09,2.2066e-09,1.5136e-09,8.8978e-09
2680.14,1676.71,286.009,9.61343,2.67839,1.5983e-11,4.532e-06,5.4883,2.8411e-07,7.0229e-06,8.7884e-08,2.2754e-06,9.6771e-09
1805.24,2134.61,216.214,3.02394,-0.295083,3.6821e-11,2.5069e-08,5.1614,4.9932e-06,1.6776e-06,1.6378e-06,5.3516e-07,2.9284e-08
1493.38,229.553,244.117,3.10572,-1.43738,6.1488e-09,0.93364,1.3507,1.4545e-05,0.0097668,4.8832e-06,0.0046855,9.8727e-06
2456.32,1307.06,508.474,3.2563,-1.05285,9.3991e-12,5.1292e-05,0.15245,3.8629e-07,1.5453e-05,1.1668e-07,5.1806e-06,4.2322e-08
2673.84,676.767,541.778,4.43278,-1.91144,8.4001e-12,0.017449,0.14803,1.9149e-07,0.00015936,5.7903e-08,5.9807e-05,9.2865e-08
888.699,245.613,173.859,1.55952,4.12796,3.6257e-06,0.028809,0.41326,0.0002186,0.014942,8.1736e-05,0.0075401,0.0001234
1791.78,1185.81,155.364,8.6897,-2.31421,2.4698e-09,2.3679e-05,29.399,5.6511e-06,5.6745e-05,1.8801e-06,2.0525e-05,3.6164e-07
785.888,2490.73,2097.06,5.36139,1.93345,1.8978e-06,6.1171e-08,6.2084e-07,6.2782e-07,8.8184e-09,1.868e-07,2.3463e-09,1.2507e-07
2896.77,783.953,130.24,0.174915,4.225,1.0663e-11,0.0079921,444.16,1.7612e-07,0.00041732,5.5994e-08,0.0001671,4.0004e-08
2316.27,488.749,2746.93,11.3256,1.93515,7.2327e-11,0.071263,4.9968e-09,2.6537e-09,1.7027e-07,7.0564e-10,5.1047e-08,3.8265e-07
1846.89,810.636,1683.93,11.7068,-1.93568,1.2471e-09,0.00092497,3.814e-07,1.3163e-07,2.0506e-06,3.8336e-08,6.3201e-07,7.866e-07
1563.49,2754.96,2004.91,9.37123,4.91397,4.5817e-08,1.1452e-08,2.6778e-07,1.1899e-07,5.5464e-09,3.4029e-08,1.5275e-09,1.044e-08
1638.9,1401.79,2065.38,0.388096,-1.35395,2.1539e-09,9.369e-07,1.2785e-07,8.486e-08,1.5529e-07,2.3941e-08,4.426e-08,3.1411e-07
1225.5,1546.75,2565.44,0.0228491,-5.91808,6.1118e-07,1.6486e-07,5.5836e-08,5.9814e-08,2.822e-08,1.7056e-08,7.7861e-09,6.5435e-07
1736.75,885.414,2706.19,2.91484,-4.83664,1.5003e-08,0.00038201,1.7696e-08,1.2024e-08,8.8089e-08,3.3591e-09,2.5534e-08,9.1509e-07
1513.68,2087.01,1679.22,4.82063,-4.61934,5.4919e-08,6.8327e-08,1.8544e-07,3.2942e-07,7.3094e-08,9.6215e-08,2.0321e-08,6.9456e-08
1429.96,2897.34,1541.61,6.39727,-3.01799,4.0126e-08,6.1258e-09,3.4982e-07,6.0535e-07,1.1789e-08,1.7584e-07,3.2405e-09,9.7644e-09
1297.41,383.758,885.414,12.4042,-2.01672,4.3686e-08,0.030857,0.00013875,5.5846e-06,0.00011558,1.7642e-06,4.2616e-05,1.4748e-05
928.807,2681.4,1413.04,2.68695,-5.18611,4.1504e-06,2.1991e-08,2.4596e-06,3.3932e-06,2.8445e-08,1.0649e-06,7.9726e-09,5.3974e-08
134.529,72.038,2747.27,1.9815,-3.26168,0.11247,6.4802,4.4273e-08,2.7291e-07,2.8309e-07,8.6098e-08,8.9168e-08,0.17458
1537.29,2719.92,728.204,8.35066,-3.81939,3.2334e-08,1.1152e-08,0.0020173,3.966e-06,1.1704e-07,1.2658e-06,3.4842e-08,1.2153e-08
1810.75,741.499,2459.57,7.55645,2.45821,2.4689e-09,0.0013655,4.1907e-08,1.9112e-08,2.4004e-07,5.2983e-09,7.0484e-08,1.0481e-06
340.01,2405.5,1903.59,1.03405,-1.2428,0.0001264,9.7022e-08,1.5359e-06,2.9035e-06,1.7833e-08,9.1824e-07,4.8623e-09,3.7813e-07
1711.68,178.164,1097.02,0.511242,4.20278,1.3162e-08,4.6732,5.485e-05,9.0313e-07,8.0985e-05,2.6576e-07,2.9596e-05,4.8018e-06
2744.05,1566.6,736.505,11.5937,4.22491,2.701e-11,1.1672e-05,0.01954,1.0655e-07,3.5372e-06,3.1736e-08,1.119e-06,1.0645e-08
2038.79,1434.8,307.714,5.28836,2.53364,6.6661e-10,4.3634e-06,1.178,1.9826e-06,1.5875e-05,6.2726e-07,5.3632e-06,9.5913e-08
1665.58,2342.41,1222.67,7.31258,-2.95791,8.7119e-09,2.9372e-08,2.2287e-05,7.4291e-07,1.1253e-07,2.1769e-07,3.2072e-08,2.4158e-08
328.956,2409.53,556.912,4.28966,2.80087,0.00076822,1.042e-07,0.00054541,0.0007017,4.0506e-07,0.00028782,1.2302e-07,3.8227e-07
2360.98,847.624,2085.79,2.87904,3.27275,1.6292e-10,0.0017756,6.375e-08,1.2431e-08,5.634e-07,3.4335e-09,1.6879e-07,1.5939e-07
1999.37,2346.24,860.591,3.64009,3.19854,1.3312e-09,1.3062e-08,0.0013719,7.0254e-07,2.5739e-07,2.0892e-07,7.4805e-08,1.0464e-08
1277.7,1638.67,1347.27,11.4794,-4.18542,2.1234e-07,2.0233e-07,9.5473e-07,1.5812e-06,5.7404e-07,4.7448e-07,1.7e-07,4.3649e-07
1230.68,318.003,2440.07,10.8566,-3.72284,2.3053e-07,0.084871,9.4462e-08,8.3314e-08,5.5854e-07,2.4097e-08,1.7468e-07,2.276e-05
2186.4,1059.87,2267.76,4.56481,2.78581,3.2871e-10,0.00018506,1.1719e-08,1.2384e-08,2.0322e-07,3.3844e-09,5.9212e-08,1.602e-07
2683.31,2243.21,886.931,6.05892,-4.84124,5.0673e-11,4.9651e-08,0.0052621,9.1805e-08,3.2429e-07,2.6976e-08,9.5656e-08,2.4032e-09
1390.14,1364.95,609.314,2.26332,1.20888,8.4008e-09,2.7496e-11,0.0033971,8.8035e-06,9.7207e-06,2.8817e-06,3.1382e-06,6.8999e-07
1447.23,2851.02,924.576,6.28236,0.342654,4.6644e-10,7.8614e-09,0.00014062,3.1603e-06,5.4286e-08,9.6075e-07,1.5654e-08,1.0605e-08
2521.17,2054.83,1655.9,9.38719,3.82813,8.4143e-11,9.1436e-08,6.8264e-06,2.3908e-08,8.3517e-08,6.6413e-09,2.3368e-08,5.7761e-09
1031.69,354.182,998.055,2.67272,3.31467,7.6898e-07,0.009553,8.3549e-06,9.1485e-06,7.7181e-05,2.9803e-06,2.8128e-05,4.6791e-05
1159.11,1309.71,1605.09,2.96172,0.677842,1.282e-08,4.4559e-07,1.5037e-06,1.0437e-06,6.9924e-07,3.1021e-07,2.0773e-07,1.5713e-06
1863.67,553.724,138.482,7.08683,1.07336,3.4341e-10,0.01283,56.16,4.5064e-06,0.0015953,1.4858e-06,0.00069988,1.386e-06
274.232,1669.69,1550.25,2.39844,3.99769,0.0041607,2.2853e-06,7.6735e-06,1.1151e-05,3.097e-07,3.7379e-06,8.8092e-08,4.8094e-06
757.376,307.3,1166.55,10.7054,5.53438,2.0008e-05,0.0007845,2.0646e-05,1.2294e-05,4.4113e-05,4.0628e-06,1.5764e-05,0.0001911
2856.77,738.675,1622.06,7.56733,0.0966896,7.1432e-15,0.011985,2.2024e-05,1.0628e-08,2.9842e-06,2.961e-09,9.3092e-07,4.8975e-08
1520.06,2344.9,1780.22,8.6207,6.25939,9.7152e-08,5.8297e-08,5.0275e-07,2.4658e-07,2.8528e-08,7.1277e-08,7.8256e-09,3.4209e-08
2960.22,2654.18,2856.57,6.4603,5.95547,1.4061e-11,1.3234e-09,4.4515e-10,4.1608e-10,8.8008e-10,1.0886e-10,2.3433e-10,4.4687e-10
2814.32,2465.46,341.365,2.64019,4.11264,1.643e-11,5.5943e-09,2.496,1.7771e-07,4.9739e-07,5.4803e-08,1.53e-07,1.0111e-09
2828.68,2998.61,1418.32,2.88578,0.791699,5.704e-13,9.3224e-11,9.2723e-05,1.8456e-08,1.203e-08,5.2105e-09,3.3224e-09,2.6487e-10
1896.38,1572.25,799.887,2.65016,-1.21616,3.6046e-10,7.0684e-07,0.0022565,1.1053e-06,2.9797e-06,3.3217e-07,9.2792e-07,9.9269e-08
93.5947,2634.16,2885.54,11.8375,-4.04457,1.2958,3.6159e-08,2.2567e-08,1.855e-07,8.5687e-10,5.9098e-08,2.29e-10,2.5134e-07
2385.74,2543.18,2087.4,11.558,-0.925104,1.1103e-11,7.2812e-10,1.0014e-07,1.1733e-08,7.9037e-09,3.1968e-09,2.1529e-09,2.4065e-09
1946.96,1339.37,526.953,4.50642,0.333007,1.9976e-11,8.6677e-06,0.044379,1.771e-06,1.3091e-05,5.3647e-07,4.4092e-06,1.5642e-07
2627.38,2366.49,1403.67,6.83051,5.25844,8.445e-11,3.8016e-09,6.1841e-05,3.2849e-08,6.8525e-08,9.3799e-09,1.9203e-08,2.0616e-09
603.888,1773.37,754.694,10.4224,3.92634,4.4059e-05,1.3006e-06,0.00010943,9.1357e-05,1.7802e-06,3.3027e-05,5.4942e-07,1.6355e-06
2720.88,335.569,172.297,7.58106,-3.57831,2.2254e-11,1.3575,89.925,2.8709e-07,0.0069474,8.9762e-08,0.0032713,1.4855e-07
2544.02,972.819,2474.8,7.51624,4.69544,1.1019e-10,0.00082361,2.7383e-09,3.0231e-09,1.3849e-07,7.9656e-10,4.0512e-08,7.0771e-08
1547.26,1053.63,1440.25,5.42571,-1.51303,4.8152e-09,3.0729e-05,9.3939e-07,5.7953e-07,2.2521e-06,1.6786e-07,6.9199e-07,1.0389e-06
2618.82,1671.73,1562.87,10.2372,-1.03747,3.4596e-12,4.4902e-06,2.0883e-05,2.311e-08,2.9732e-07,6.4359e-09,8.4631e-08,1.1459e-08
2286.38,246.297,1091.6,9.3199,-5.3934,6.8665e-10,3.7316,0.00046858,1.7699e-07,6.9704e-05,5.137e-08,2.5393e-05,6.317e-07
617.105,142.052,799.247,4.53404,-0.988867,2.4404e-06,0.37732,3.7802e-05,7.2869e-05,0.00037285,2.609e-05,0.00014816,0.00078993
2065.99,339.409,1130.25,3.54785,-5.54121,2.7247e-09,0.45549,0.0002072,2.9944e-07,4.7461e-05,8.8437e-08,1.6795e-05,1.1066e-06
73.222,1408.44,1818.78,11.1142,-1.31477,0.81484,5.0073e-06,2.262e-06,5.6128e-06,3.0063e-07,1.8668e-06,8.5218e-08,1.7195e-05
958.604,2915.67,2540.24,8.49889,3.97071,1.9165e-06,8.8186e-09,9.607e-08,1.1768e-07,1.0014e-09,3.4473e-08,2.6814e-10,2.6358e-08
1786.92,631.386,256.489,1.10949,5.82239,1.6223e-08,0.0035094,1.5634,4.9721e-06,0.00063216,1.6311e-06,0.00025819,1.4795e-06
2940.19,396.044,2566.72,5.99387,-1.06974,5.2193e-13,0.6846,1.2477e-08,8.9055e-10,3.3874e-07,2.3189e-10,1.0423e-07,7.0754e-08
2413.12,458.807,128.175,3.65626,3.77309,1.5806e-10,0.11946,228.2,7.636e-07,0.0033113,2.4092e-07,0.0015003,3.0338e-07
2633.38,781.547,2349.29,12.5427,2.39453,1.6817e-11,0.0054963,1.9419e-08,3.2745e-09,3.0217e-07,8.7062e-10,8.9771e-08,8.426e-08
778.149,2709.62,2076.39,4.98868,5.19542,1.4595e-05,2.4839e-08,7.367e-07,6.7828e-07,5.2943e-09,2.0248e-07,1.4333e-09,6.8374e-08
2093.95,2932.09,788.495,7.0325,5.29549,2.1047e-09,2.6717e-09,0.0032007,6.2985e-07,5.6908e-08,1.8735e-07,1.6646e-08,1.845e-09
2528.56,2265.46,2911.3,11.8146,3.63149,7.2242e-11,7.7644e-09,1.8961e-09,1.0527e-09,1.9941e-09,2.7556e-10,5.325e-10,3.3586e-09
2383.08,2548.42,1126.91,3.15888,3.32518,1.4533e-10,1.4054e-09,0.00033813,1.2322e-07,7.9406e-08,3.6042e-08,2.2742e-08,2.3906e-09
1001.91,662.873,1860.73,3.97381,4.28663,1.6132e-06,3.9935e-05,1.2684e-06,7.5127e-07,1.7005e-06,2.2102e-07,5.2457e-07,1.9622e-05
2629.48,242.848,1338.98,11.056,-2.41909,1.7681e-11,6.5263,0.00012297,3.8136e-08,2.6029e-05,1.0961e-08,9.0319e-06,2.2008e-07
713.852,697.656,2541.38,6.96815,1.34514,1.7436e-06,1.0616e-06,1.0405e-07,1.9988e-07,2.091e-07,5.9747e-08,6.1054e-08,5.1452e-05
1380.11,2129.1,1922.19,11.6374,5.99165,2.2049e-07,1.417e-07,5.6458e-07,2.4038e-07,3.5162e-08,6.96e-08,9.6847e-09,8.5688e-08
2280.04,737.445,2274.13,8.90264,-4.48505,4.9224e-10,0.0050799,8.67e-09,9.6573e-09,4.1613e-07,2.59e-09,1.245e-07,2.5716e-07
2040.81,1582.36,2528.8,3.46931,0.446863,2.0561e-11,1.2167e-06,1.7289e-08,9.2245e-09,2.8543e-08,2.4711e-09,7.9466e-09,6.5792e-08
241.173,1273.71,2456.4,4.37297,-2.91797,0.0043609,6.5514e-06,1.5925e-07,5.9122e-07,7.2461e-08,1.8434e-07,2.0463e-08,2.2943e-05
805.304,2848.78,1862.43,2.50217,5.23839,1.1728e-05,1.3206e-08,1.6574e-06,1.2076e-06,6.2302e-09,3.6378e-07,1.6865e-09,4.3819e-08
557.459,940.772,2568.55,0.586433,1.84914,1.6092e-05,1.7714e-05,9.8664e-08,2.5435e-07,1.1523e-07,7.5504e-08,3.294e-08,3.5395e-05
2174.4,2155.83,1893.47,0.135199,4.40953,8.8417e-10,4.9574e-10,1.5396e-07,3.2822e-08,3.5182e-08,9.1791e-09,9.7217e-09,1.0954e-08
2611.06,166.215,1761.68,0.934505,-1.03898,3.6301e-12,44.791,4.3668e-06,1.4495e-08,6.3122e-06,4.0454e-09,2.0916e-06,2.5515e-07
2607.62,1453.4,1856.93,9.93721,0.981523,3.3291e-12,2.216e-05,1.8774e-06,1.1733e-08,2.3987e-07,3.2086e-09,6.9182e-08,1.9867e-08
478.37,409.335,2819.02,5.74706,-0.399437,1.8788e-06,5.6823e-05,3.1399e-08,1.4008e-07,1.5792e-07,4.2719e-08,4.7664e-08,0.00052019
1052.79,2494.92,2214.13,9.84807,1.32451,1.0517e-07,5.0421e-08,3.0457e-07,2.389e-07,6.5387e-09,6.9948e-08,1.7712e-09,6.8413e-08
2356.4,2663.1,2512.27,9.26118,4.44125,3.0307e-10,2.1657e-09,5.7874e-09,4.3134e-09,2.0069e-09,1.1559e-09,5.435e-10,1.9318e-09
2070.34,2078.3,1301.47,8.75346,-4.83285,2.0113e-09,1.5127e-09,4.8285e-05,1.9593e-07,1.9173e-07,5.5917e-08,5.5309e-08,1.7295e-08
558.424,1822.98,2495.85,10.2039,-3.37631,5.3082e-05,8.0603e-07,1.2228e-07,3.1262e-07,1.7245e-08,9.3499e-08,4.7325e-09,1.5569e-06
2868.32,1706.26,2283.84,1.7866,-2.5145,4.5441e-12,6.4393e-06,1.3749e-07,2.1123e-09,4.0397e-08,5.6392e-10,1.1098e-08,5.4699e-09
2003.61,2356.04,199.522,8.8439,-2.83145,1.0246e-09,7.9916e-09,12.62,2.6171e-06,8.4917e-07,8.3123e-07,2.6891e-07,1.0091e-08
1470.57,2801.31,122.715,7.43211,3.4454,4.0753e-08,1.0082e-08,34.823,1.9364e-05,2.3347e-07,6.6221e-06,7.505e-08,1.1487e-08
1429.26,1042.68,1844.89,6.7856,-5.15082,1.1741e-07,2.7899e-05,2.6324e-07,2.6178e-07,7.0701e-07,7.5907e-08,2.1121e-07,1.5367e-06
1404.53,624.343,755.222,8.34293,4.51651,1.0719e-07,0.0010823,0.00049501,5.6799e-06,8.3119e-05,1.8094e-06,3.0162e-05,5.3182e-06
2137.62,2367.81,2120.73,11.8696,0.331581,6.1807e-12,4.4407e-09,1.6149e-08,2.0246e-08,1.1414e-08,5.5413e-09,3.0835e-09,6.9752e-09
1563.68,214.431,1755.29,12.3948,0.980642,1.8063e-09,1.4188,2.5441e-07,2.3527e-07,6.0229e-06,6.7427e-08,1.9529e-06,7.7919e-06
141.548,1828.54,1397.53,11.5079,0.628676,0.0032052,1.1135e-06,1.2303e-05,2.472e-05,3.0108e-07,8.7046e-06,8.536e-08,3.3474e-06
2023.11,253.237,2967.02,11.7367,2.57482,7.5788e-10,1.6026,5.2611e-09,3.114e-09,1.2708e-07,8.3158e-10,3.9387e-08,1.4535e-06
95.5893,1879.68,1988.61,6.03892,5.48633,2.0982,1.0777e-06,1.4105e-06,3.0862e-06,5.6321e-08,1.0145e-06,1.5685e-08,2.9224e-06
2828.79,448.297,2408.74,0.114435,0.250276,5.6966e-14,0.28581,3.3091e-08,1.725e-09,4.9595e-07,4.521e-10,1.5276e-07,8.9898e-08
1671.87,1491.74,2287.18,11.5199,-3.35758,1.0697e-08,4.8616e-07,7.0194e-08,4.2906e-08,6.8306e-08,1.2035e-08,1.9092e-08,2.2662e-07
275.57,2828.97,575.54,1.88508,5.67116,0.0081597,1.7212e-08,0.0009185,0.00078745,1.1518e-07,0.00033301,3.4833e-08,1.1681e-07
624.382,509.1,2642.54,2.29256,5.70777,7.4894e-05,0.00010294,7.4276e-08,1.7861e-07,2.2203e-07,5.3734e-08,6.7254e-08,0.00016018
695.43,1194.7,1000.81,6.60546,5.55437,3.5586e-05,9.5607e-06,4.252e-05,2.6666e-05,5.4592e-06,9.013e-06,1.7545e-06,8.9291e-06
