epoch,loss,val_loss
0,2.0147456402617516,1.9827367964095113
1,2.0402929662368994,2.0315347633917886
2,2.0243547020449038,2.0063081405972136
3,1.9931783955885514,2.0007877584407026
4,2.021254305746827,2.0139847500275314
5,2.0007416068549086,1.9729471932456204
6,2.023850157186485,2.020664243016123
7,2.017602292183648,2.028603550234189
8,2.0235444335448025,2.0269488973825767
9,2.0488192419541704,2.0058130163478762
10,2.0261531369642176,2.0198281742043083
11,2.0513077531000103,1.9574896904327836
12,2.0528822898023127,1.9680930754143766
13,2.043238430969814,1.9952750096431446
14,2.0711197635202625,1.994910798005001
15,2.0194459723619382,2.0052077905783263
16,2.0498483810410377,1.9822824400754548
17,2.039545228843723,2.0485101743903344
18,2.037561352222101,2.0343994289180753
19,2.0110617170428977,2.0406997007144825
20,2.0456197223737074,1.9915724243583486
21,2.0286400630212653,1.97588060169551
22,2.018562039895078,2.005507958575875
23,2.037200784098102,2.033126620283811
24,2.035574438124803,2.031354557020023
25,2.040993888665229,1.993630917154273
26,2.0001374321731458,1.9864539683667768
27,2.014836584505744,1.9600788611869497
28,2.0389003698756505,2.0549749180699877
29,2.0387450015103377,2.0033257991944375
30,2.0562502174021557,2.0119345432668747
31,2.0292243965534946,2.0737409909296103
32,2.016146562897926,2.0117086781007916
33,2.0070229609045867,2.0125456346216692
34,2.0286898744562505,1.9167188089460248
35,2.0145303674951056,1.9974684692127345
36,2.0196726334865147,2.0657367172631145
37,2.0342137020976963,2.0066164359206824
38,2.0187227435023027,1.9749369938274757
39,2.017038914364727,1.9591753168002595
40,2.0288623930486556,2.0029375178468882
41,2.027317621891336,2.031494739118285
42,2.02374204456716,1.9521547045204621
43,2.0242377773696263,1.9909910570329927
44,2.0282379838140123,2.0663740322478907
45,2.0168570064994715,1.9744386475824003
46,1.9940503151896234,1.9495721737346332
47,2.00434024131431,2.0498098990452465
48,2.0340812410260676,2.0157009490269715
49,2.0351533353004747,1.9929592284147593
50,2.0346514576388626,1.9931572019578523
51,2.051958208919847,1.9766110873001044
52,2.016005763354579,2.002105832029782
53,2.028734924412912,1.9638863834996272
54,2.0200262569329808,1.9365114297472834
55,2.0254964645071754,1.9422300037701334
56,2.042245066719656,2.0731513150799024
57,2.0622618567170754,2.003046395436099
58,2.0191856761830205,1.967430255353521
59,2.012344240334052,2.0065853873769166
60,2.018736365075645,2.011898515403372
61,2.0514583535679862,1.979353684512661
62,1.9814941021429828,1.9890649945210095
63,1.9692100901132659,1.9618635890935507
64,2.035398907746134,2.0731982018592574
65,2.0223307715829177,2.0628266397185193
66,2.0151492703052476,1.9895818319986467
67,2.0038403920408068,1.9385884989903852
68,2.0461765866576975,2.0291242705309123
69,2.0507548527403117,2.0229233794624406
70,2.0787972434599564,1.9711063981664025
71,2.030211313302399,2.00937037449878
72,2.037317854961227,2.0020484013843576
73,2.0301223756646203,2.019106245926119
74,2.0377226132147452,2.046333765481746
75,2.018588322120173,1.9905363777592722
76,2.0004569629584332,2.058389708300419
77,2.069940046976346,2.024212581314344
78,2.0101088380762833,1.9744982770695876
79,2.0113710750416427,2.0108700637677743
80,2.065380470735483,2.0299983289229635
81,2.0157575758791184,2.0090389887263282
82,2.0375536342839298,2.0112497983262934
83,2.030262218895243,2.002855963014375
84,2.0362445648867937,2.005321070234329
