epoch,loss,val_loss
0,1.877657168296307,1.9293431553924292
1,1.9285022869785988,1.900009554519988
2,1.9216879623166399,1.8639707433549981
3,1.8868550648309648,1.926540025911833
4,1.9197868276375198,1.8642359076884756
5,1.8907014413126004,1.8726762338688498
6,1.87277850633905,1.9017607783016406
7,1.9000685896144256,1.8903072938584444
8,1.9255194216252314,1.8922542875273185
9,1.906678710869912,1.8955370857004534
10,1.8942425470399682,1.872680085583737
11,1.8555345945939141,1.8747479808957954
12,1.8975973155379957,1.8888502572712145
13,1.8831958543627947,1.9352575260296203
14,1.8964597087727082,1.8422826925913494
15,1.8857970354487343,1.881449176135816
16,1.893650591244587,1.8806678554467988
17,1.9154051382835897,1.8798024382507592
18,1.9112453605685202,1.9033671636330454
19,1.8557320444507026,1.9261288061476591
20,1.8890780818922894,1.9336319835562454
21,1.8868202895461106,1.8979164127717938
22,1.8998882749585104,1.9637029505612558
23,1.9314137158934834,1.8842491819147478
24,1.8966407294627003,1.9985573641040868
25,1.911561128597688,1.9189622115670588
26,1.8954555358930643,1.8857067651915969
27,1.893670786445622,1.8701714369288662
28,1.9207667686827414,1.8639419160391155
29,1.8987842895155709,1.8859963797686392
30,1.906940576669159,1.8806905696266576
31,1.8953583604669377,1.9244929625276934
32,1.8645837468775561,1.9011176625887554
33,1.867409907995013,1.9204427842508283
34,1.878705313728093,1.897858873166536
35,1.8867240678055057,1.920531251765134
36,1.9284619906419471,1.8817569209818255
37,1.8960810357863904,1.8847890420963889
38,1.9132021430157464,1.878119937369698
39,1.8721696105103305,1.8900523882163198
40,1.889911430762085,1.8990574117292438
41,1.9110916240377325,1.9058314480279621
42,1.8832891233680682,1.901064833841826
43,1.8935438592537688,1.8749767196805853
44,1.9062116809083574,1.8774771449858683
45,1.897919074441831,1.8655201960028263
46,1.9149122453630054,1.890867472949781
47,1.9144824266388896,1.8818609210482815
48,1.8924375988731417,1.8944183406076933
49,1.8964813932214803,1.8935494473105983
50,1.8818390760915666,1.880700992073929
51,1.8677356208286202,1.895392139961845
52,1.853126159880952,1.9168842227835403
53,1.9096103483869322,1.9091666033393457
54,1.8985467769898174,1.8812321411935906
55,1.897463345025668,1.9229526239528991
56,1.879159447460854,1.9030188125476502
57,1.8825033693253541,1.890702880683698
58,1.9129543476327042,1.9274180079761305
59,1.884646333085268,1.921919490370834
60,1.8811135648146016,1.870923626213743
61,1.8630882493982819,1.8524495986470004
62,1.8690895703022883,1.8821275706876788
63,1.8585475870222623,1.8527165306241888
64,1.9096101894337427,1.8614229980267976
