epoch,loss,val_loss
0,2.0280448776983584,1.9943274190783673
1,2.0102867700423612,1.9613538423196568
2,2.0531903366809363,2.0261835183489625
3,2.044423391488487,1.9605077386573084
4,2.043593114028869,2.0409681422071246
5,2.0191097301771523,2.0079902081562557
6,2.052681732306089,1.9284949039236876
7,2.026828270046205,2.0723323163508307
8,2.047240581358426,1.9682772275463505
9,2.0495775104264284,2.0492000093045823
10,2.0589648924798056,1.9950494403756758
11,1.9912871937946441,1.9931168558396986
12,2.0470918022821496,1.9212865204644518
13,2.0197818693209784,2.008833061068778
14,2.0343164901874586,2.0476053971263513
15,2.017421004803205,1.9499423129855222
16,2.0359293962605283,2.0382724498464038
17,2.0361939099082074,2.0340925794644114
18,2.0426014929194256,2.065148380793749
19,2.0574394586429623,2.0082786317647137
20,2.051910134964109,1.97419102352888
21,2.0611547006518918,2.011891851558683
22,2.030922895164541,2.014199710307158
23,2.039928667959262,1.9869257560750195
24,2.04125101740663,1.9585837276135067
25,1.993336322650935,1.9923903289209965
26,2.0465629768243225,2.0121392025056037
27,1.9982741008483011,1.9956006655343053
28,2.036032684264348,1.9701681996021971
29,2.044568129428677,2.0020759610095356
30,2.0431117022074945,1.9879405914637551
31,2.0439049695948945,1.9658854177418326
32,2.0319255618783805,1.9902764993485678
33,2.025203570596516,1.97553924534406
34,2.041908097085315,1.9534754400616399
35,2.0187296079059736,1.998759623895246
36,2.006618745608306,2.0185162273826482
37,2.014584235355639,2.015484976578208
38,2.0260829707334373,2.018835595121063
39,2.040281431618267,2.0100197674060514
40,2.042032278134931,2.0356050706667754
41,2.0405529662064237,2.0215299288421407
42,2.034679262827415,1.952977095351518
43,2.0126596774259133,1.9882245898075197
44,2.0436446220685465,1.9869682145620944
45,2.038238193968477,1.9575844193166203
46,2.057906735258928,1.9791527886236586
47,2.0602821366248936,2.0104556170555523
48,1.9774364643751532,2.0260801989262007
49,1.9969039036052116,1.972021749782949
50,2.0389918673460983,2.0342546120904026
51,2.0102772871011467,1.972361574587235
52,2.0168300329596005,1.972011222743277
53,2.0076270566600596,2.009932765329943
54,2.0507573987294228,1.9935681152980116
55,2.0063359365702853,2.0471976054489933
56,2.0138219294926683,1.9865748867320403
57,1.9780164732960854,1.9773675519166374
58,1.9998483810257943,1.974906782914905
59,2.0427600050678483,2.023624549794225
60,2.012247210503052,1.9772978037669835
61,2.0228256030754426,2.0095438234596745
62,1.9927811472872652,2.029641277453482
