epoch,loss,val_loss
0,2.283320544715667,2.192069954437262
1,2.2365753352769233,2.374022199831271
2,2.2406571179595307,2.2033487838466344
3,2.307301229631737,2.199812855202095
4,2.1941076612232426,2.1755882323571574
5,2.2339474863085087,2.309292957109552
6,2.2808232537570987,2.165289355435252
7,2.2549981634252823,2.2194570752549865
8,2.2652933976242666,2.22052671576059
9,2.221071868745746,2.130463233130807
10,2.2138323000473017,2.1919433105423933
11,2.241358673602045,2.154421593173478
12,2.283128466064474,2.179993662403096
13,2.234043473481949,2.1758580993533085
14,2.198685926118076,2.1056885831814656
15,2.2312294789789844,2.2550877861556944
16,2.276198860554501,2.2374064787029506
17,2.221008643036136,2.1944014554192752
18,2.2264517291247197,2.2124926273398358
19,2.207869062796483,2.2816324631847835
20,2.204687245354836,2.2090793173895182
21,2.2302729179298164,2.180591226573581
22,2.258603738122826,2.1589295995610494
23,2.2365296913961545,2.1519444842397433
24,2.268320229147709,2.2031166577709476
25,2.204048876653731,2.245541516313131
26,2.266619149995784,2.193490644034899
27,2.2157307476113046,2.194463041473413
28,2.2608105540326444,2.1105711262618247
29,2.185636899796242,2.2624633087669412
30,2.1939756043221625,2.2724501842618796
31,2.282969366337157,2.164875553975016
32,2.244177623709548,2.1860907283830056
33,2.325859779301098,2.1845259856342176
34,2.3118274625967192,2.2089076500782117
35,2.2829477238026334,2.2215434945659873
36,2.291277031915998,2.1948685841178666
37,2.3278858456746336,2.1514964548537856
38,2.311628956431322,2.1133914957574427
39,2.3100963068403177,2.204918429748037
40,2.261732242818964,2.2660336660607694
41,2.1877961020995866,2.2211780314994303
42,2.2348653441597865,2.121442962006144
43,2.231887908603303,2.2256467077467175
44,2.2774904833176115,2.2110897235688056
45,2.2721659924132003,2.204106474055659
46,2.27912227552153,2.194584805478332
47,2.2300578705064162,2.1921154899171795
48,2.259253942336688,2.2035509381148026
49,2.2241454167588635,2.2408914062806877
50,2.2961394472660195,2.12603575525318
51,2.321026510434152,2.213416540494529
52,2.2331079396715627,2.1609607427445887
53,2.210970080650696,2.181669188704162
54,2.241656293811637,2.181296043783391
55,2.2905650833538798,2.156634176788649
56,2.1992265627003067,2.2154306113031557
57,2.223632510839555,2.145997865558003
58,2.210367327207712,2.163948135279128
59,2.2689101000211442,2.25687645688469
60,2.2689224538455557,2.2362136977547813
61,2.288840840311906,2.2162166971079813
62,2.2629884849221793,2.22325119702572
63,2.256122007542547,2.114386878702945
64,2.2343903967796397,2.2695736709413943
